dist;sim;promiscuidad;fgOfferId;fgTitle;fgPrice;fgCategoria;fgBrandKey;fgSku;fgEan;otherStore;otherOfferId;otherTitle;otherPrice;otherCategoria;otherBrandKey;otherSku;otherEan;priceRatio;mismaCategoria;skuCompartido;eanCompartido;textScore;inStock;fgUrl;otherUrl;fgImage;otherImage
139;0.5998;16;88850;"Cono Pre-rolado Honeypuff Rose Petal con Boquilla ( Pack x 2) - Berry";1990;"Filtros y boquillas";"honeypuff";"";"";fumetas;34950;"Bonglab Bong Fresh K30 42cm - Turquesa";64990;"Bongs";"bonglab";"BLAB-K30T";"";32.66;0;0;0;0;1;"https://www.friendlygrow.cl/cono-pre-rolado-honeypuff-rose-petal?variant=Berry";"https://fumetas.cl/bonglab-bong-k30-black-42cm?variant=Turquesa";"https://cdnx.jumpseller.com/friendly-grow/image/75773203/ARTP1312_20_2824_29.jpg?1778214601";"https://cdnx.jumpseller.com/fumetas-store/image/25758148/Bong-K30-Teal.jpg?1729048665"
139;0.5923;11;88850;"Cono Pre-rolado Honeypuff Rose Petal con Boquilla ( Pack x 2) - Berry";1990;"Filtros y boquillas";"honeypuff";"";"";astrogrowshop;32775;"K30 -Bonglab - Verde azulado";61990;"Otros parafernalia";"bonglab";"BGBLK30TEAL";"";31.15;0;0;0;0;1;"https://www.friendlygrow.cl/cono-pre-rolado-honeypuff-rose-petal?variant=Berry";"https://astrogrowshop.cl/k30-bonglab?variant=Verde%20azulado";"https://cdnx.jumpseller.com/friendly-grow/image/75773203/ARTP1312_20_2824_29.jpg?1778214601";"https://cdnx.jumpseller.com/astrogrowshop/image/74869336/imagen_1_26366.webp?1778783777"
139;0.5613;4;88849;"Cono Pre-rolado Honeypuff Rose Petal con Boquilla ( Pack x 2) - Manzan";1990;"Filtros y boquillas";"honeypuff";"";"";fumetas;650;"PMG Bong Kali Go 23cm";20153;"Bongs";"piecemaker";"PMG-KALIGONV";"0850038367749";10.13;0;0;0;0;1;"https://www.friendlygrow.cl/cono-pre-rolado-honeypuff-rose-petal?variant=Manzana";"https://fumetas.cl/pmg-kali-go";"https://cdnx.jumpseller.com/friendly-grow/image/75773196/ARTP1312_20_2823_29.jpg?1778214601";"https://cdnx.jumpseller.com/fumetas-store/image/37769173/Bong-Kali-Go-Marineros.webp?1743610672"
140;0.8578;1;87706;"Bong de Pyrex Phoenix Star Ice Catcher – Bong Beaker de Pyrex 40cms - ";24990;"Bongs";"phoenix-star";"";"";fumetas;34737;"Calvo Glass Bong Beaker Premium 45cm - Verde";54990;"Bongs";"calvo";"CG-CL140GR";"";2.2;1;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-ice-catcher-bong-beaker-de-borosilicato?variant=Azul";"https://fumetas.cl/calvo-glass-bong-beaker-lite-45cm?variant=Verde";"https://cdnx.jumpseller.com/friendly-grow/image/78114032/ChatGPT_20Image_2023_20jun_202026_2C_2018_34_08_20_282_29.png?1782254507";"https://cdnx.jumpseller.com/fumetas-store/image/76549043/Calvo-Glass-Bong-Beaker-45cm-2.jpg?1779489063"
140;0.8055;4;87459;"Moledor Lightning Colors Metal 55mm - Verde";6990;"Moledores";"galaxy";"";"";fumetas;37161;"Contenedor Fumetas Stash Premium 9oz - Dorado";17143;"Contenedores y estuches";"";"FUM-CSTASHGD";"";2.45;0;0;0;0;1;"https://www.friendlygrow.cl/moledor-lightning-colors-metal-55mm?variant=Verde";"https://fumetas.cl/contenedor-fumetas-stash-premium?variant=Dorado";"https://cdnx.jumpseller.com/friendly-grow/image/78767278/4.jpeg?1783986782";"https://cdnx.jumpseller.com/fumetas-store/image/58283269/Contenedor-Stash-Premium-Gold-3.jpg?1738773137"
140;0.7167;1;87524;"Moledor aluminio 3 pisos 51mm Colores - Rojo";6990;"Moledores";"";"";"";fumetas;33688;"Moledor Calvo Cerámico 60mm - Rosado";29990;"Moledores";"calvo";"CG-MOCRO";"";4.29;1;0;0;0;1;"https://www.friendlygrow.cl/grinder-metalico-4-piezas-aluminio-filtro-polen?variant=Rojo";"https://fumetas.cl/moledor-calvo-ceramico-60mm?variant=Rosado";"https://cdnx.jumpseller.com/friendly-grow/image/78767573/6.jpg?1783983552";"https://cdnx.jumpseller.com/fumetas-store/image/59887994/Moledor-ceramico-Calvo-Glass-63mm-Rosado.webp?1749522941"
140;0.673;3;87971;"10 X Vaporizador Airis Vertex 2.0 Para Cartridges. - Blanco";59990;"Otros parafernalia";"airistech";"MLC2677935526";"";astrogrowshop;18091;"SABER DAB TOOL-FOCUS V";69990;"Vaporizadores herbales";"focus-v";"VPFVSBRFRT";"";1.17;0;0;0;0;1;"https://www.friendlygrow.cl/promo-10-x-vaporizador-airis-vertex-20-para-cartridges?variant=Blanco";"https://astrogrowshop.cl/saber-dab-tool-focus-v";"https://cdnx.jumpseller.com/friendly-grow/image/70293123/airis_20350mAh_20V2.0_20Battery_20_283_29.jpg?1781578046";"https://cdnx.jumpseller.com/astrogrowshop/image/72746442/VPFVSBRTEAL.webp?1770297532"
140;0.5355;9;87975;"10 X Vaporizador Airis Vertex 2.0 Para Cartridges. - Tornasol";59990;"Otros parafernalia";"airistech";"MLC2677935526";"";fumetas;19519;"Papelillos Gizeh Queen Size + Tips";1490;"Papelillos";"gizeh";"GIZ-QUEENTP";"42353256";40.26;0;0;0;0;1;"https://www.friendlygrow.cl/promo-10-x-vaporizador-airis-vertex-20-para-cartridges?variant=Tornasol";"https://fumetas.cl/papelillos-gizeh-queen-size-tips";"https://cdnx.jumpseller.com/friendly-grow/image/70293131/airis_20350mAh_20V2.0_20Battery_20_2811_29.jpg?1781578046";"https://cdnx.jumpseller.com/fumetas-store/image/63974552/gizeh-black-queen-size-papers-tips-1-fumetas-store.webp?1748654658"
141;0.9486;2;87490;"Banger de Cuarzo Fondo Plano 90° – Quartz para Dabs 14mm/18mm - 14mm";8900;"Accesorios de extraccion";"";"";"";kushbreak;69095;"Banger 14mm";12990;"Accesorios de extraccion";"";"";"";1.46;1;0;0;0.34;1;"https://www.friendlygrow.cl/banger-de-cuarzo-fondo-plano-90-clavo-quartz-para-dabs-14mm18mm?variant=14mm";"https://www.kushbreak.cl/banger-14mm-bong-rosin";"https://cdnx.jumpseller.com/friendly-grow/image/74781808/01.jpg?1773756703";"https://cdnx.jumpseller.com/kushbreak-growshop/image/34248107/Banger_14mm_cuarzo_bong_extracciones_repuesto.png?1681850709"
141;0.9486;2;87491;"Banger de Cuarzo Fondo Plano 90° – Quartz para Dabs 14mm/18mm - 18mm";8900;"Accesorios de extraccion";"";"";"";kushbreak;69095;"Banger 14mm";12990;"Accesorios de extraccion";"";"";"";1.46;1;0;0;0.34;1;"https://www.friendlygrow.cl/banger-de-cuarzo-fondo-plano-90-clavo-quartz-para-dabs-14mm18mm?variant=18mm";"https://www.kushbreak.cl/banger-14mm-bong-rosin";"https://cdnx.jumpseller.com/friendly-grow/image/74781808/01.jpg?1773756703";"https://cdnx.jumpseller.com/kushbreak-growshop/image/34248107/Banger_14mm_cuarzo_bong_extracciones_repuesto.png?1681850709"
171;0.9338;7;87712;"Bong de Pyrex Phoenix Star Recto con Perc y Asa – Bong Alto de Alta Fi";28990;"Bongs";"phoenix-star";"";"";kushbreak;69194;"Aloe bong";39990;"Bongs";"";"";"";1.38;1;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-recto-con-perc-y-asa-bong-alto-de-alta-filtracion?variant=Morado";"https://www.kushbreak.cl/aloe-bong-natural-glass-vidrio?similar_product=true";"https://cdnx.jumpseller.com/friendly-grow/image/77614144/3.png?1781127894";"https://cdnx.jumpseller.com/kushbreak-growshop/image/17262058/Bong_Aloe_vidrio_pyrex_natural_glass_atrapa_hielo_cannabis_chile_green.png?1679515262"
171;0.9338;7;87712;"Bong de Pyrex Phoenix Star Recto con Perc y Asa – Bong Alto de Alta Fi";28990;"Bongs";"phoenix-star";"";"";kushbreak;69875;"Aloe bong";39990;"Bongs";"";"";"";1.38;1;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-recto-con-perc-y-asa-bong-alto-de-alta-filtracion?variant=Morado";"https://www.kushbreak.cl/aloe-bong-natural-glass-vidrio";"https://cdnx.jumpseller.com/friendly-grow/image/77614144/3.png?1781127894";"https://cdnx.jumpseller.com/kushbreak-growshop/image/17262058/Bong_Aloe_vidrio_pyrex_natural_glass_atrapa_hielo_cannabis_chile_green.png?1679515262"
178;0.9407;7;87740;"Bong de Pyrex Phoenix Star Recycler con Perc Sphere – Bong Premium de ";47500;"Bongs";"phoenix-star";"";"";kushbreak;69194;"Aloe bong";39990;"Bongs";"";"";"";1.19;1;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-recycler-con-perc-sphere-bong-premium-de-alta-filtracion?variant=Musgo";"https://www.kushbreak.cl/aloe-bong-natural-glass-vidrio?similar_product=true";"https://cdnx.jumpseller.com/friendly-grow/image/77614078/6.png?1781127683";"https://cdnx.jumpseller.com/kushbreak-growshop/image/17262058/Bong_Aloe_vidrio_pyrex_natural_glass_atrapa_hielo_cannabis_chile_green.png?1679515262"
178;0.9407;7;87740;"Bong de Pyrex Phoenix Star Recycler con Perc Sphere – Bong Premium de ";47500;"Bongs";"phoenix-star";"";"";kushbreak;69875;"Aloe bong";39990;"Bongs";"";"";"";1.19;1;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-recycler-con-perc-sphere-bong-premium-de-alta-filtracion?variant=Musgo";"https://www.kushbreak.cl/aloe-bong-natural-glass-vidrio";"https://cdnx.jumpseller.com/friendly-grow/image/77614078/6.png?1781127683";"https://cdnx.jumpseller.com/kushbreak-growshop/image/17262058/Bong_Aloe_vidrio_pyrex_natural_glass_atrapa_hielo_cannabis_chile_green.png?1679515262"
185;0.9468;7;87733;"Bong de Pyrex Phoenix Star Recycler con Perc Sphere – Bong Premium de ";47500;"Bongs";"phoenix-star";"";"";kushbreak;69194;"Aloe bong";39990;"Bongs";"";"";"";1.19;1;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-recycler-con-perc-sphere-bong-premium-de-alta-filtracion?variant=Verde";"https://www.kushbreak.cl/aloe-bong-natural-glass-vidrio?similar_product=true";"https://cdnx.jumpseller.com/friendly-grow/image/77614082/2.png?1781127683";"https://cdnx.jumpseller.com/kushbreak-growshop/image/17262058/Bong_Aloe_vidrio_pyrex_natural_glass_atrapa_hielo_cannabis_chile_green.png?1679515262"
185;0.9468;7;87733;"Bong de Pyrex Phoenix Star Recycler con Perc Sphere – Bong Premium de ";47500;"Bongs";"phoenix-star";"";"";kushbreak;69875;"Aloe bong";39990;"Bongs";"";"";"";1.19;1;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-recycler-con-perc-sphere-bong-premium-de-alta-filtracion?variant=Verde";"https://www.kushbreak.cl/aloe-bong-natural-glass-vidrio";"https://cdnx.jumpseller.com/friendly-grow/image/77614082/2.png?1781127683";"https://cdnx.jumpseller.com/kushbreak-growshop/image/17262058/Bong_Aloe_vidrio_pyrex_natural_glass_atrapa_hielo_cannabis_chile_green.png?1679515262"
188;0.9547;5;87710;"Bong de Pyrex Phoenix Star Recto con Perc y Asa – Bong Alto de Alta Fi";28990;"Bongs";"phoenix-star";"";"";astrogrowshop;18027;"Glycerin -Bonglab";109990;"Otros parafernalia";"bonglab";"BGBLA110PI";"";3.79;0;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-recto-con-perc-y-asa-bong-alto-de-alta-filtracion?variant=Rosa";"https://astrogrowshop.cl/glycerin-bonglab";"https://cdnx.jumpseller.com/friendly-grow/image/77614145/4.png?1781127894";"https://cdnx.jumpseller.com/astrogrowshop/image/70179965/imagen_3_16773.webp?1764188216"
191;0.9512;1;87496;"Bong Phoenix Star Recycler Compacto 💎🌪️💨 20cms - Blue";21990;"Bongs";"phoenix-star";"SP325";"";kushbreak;69229;"Zafiro bong";39990;"Bongs";"";"";"";1.82;1;0;0;0;1;"https://www.friendlygrow.cl/bong-phoenix-star-recycler-compacto-%F0%9F%92%8E%F0%9F%8C%AA%F0%9F%92%A8?variant=Blue";"https://www.kushbreak.cl/zafiro-bong-natural-glass-vidrio";"https://cdnx.jumpseller.com/friendly-grow/image/77402933/ChatGPT_20Image_203_20jun_202026_2C_2005_24_16_20p.m..png?1780584269";"https://cdnx.jumpseller.com/kushbreak-growshop/image/17259731/Zafiro_bong_vidrio_pyrex_natural_glass_atrapa_hielo_cannabis_chile.png?1679515262"
191;0.9375;5;88052;"Bong de Pyrex Phoenix Triple Cámara 38cms";29990;"Bongs";"";"";"";astrogrowshop;18027;"Glycerin -Bonglab";109990;"Otros parafernalia";"bonglab";"BGBLA110PI";"";3.67;0;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-triple-camara";"https://astrogrowshop.cl/glycerin-bonglab";"https://cdnx.jumpseller.com/friendly-grow/image/74770944/1.jpg?1773694890";"https://cdnx.jumpseller.com/astrogrowshop/image/70179965/imagen_3_16773.webp?1764188216"
194;0.9318;9;87555;"Bong de Pyrex Phoenix Star Recycler con Perc Sphere – Bong Premium de ";49990;"Bongs";"phoenix-star";"";"";fumetas;34605;"SYFY Bong Doble Tree Perc Premium 38cm - Morado";33790;"Bongs";"syfy";"SYF-SF64JB";"";1.48;1;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-recycler-con-perc-sphere-bong-premium-de-alta-filtracion-1?variant=Verde";"https://fumetas.cl/syfy-bong-doble-tree-perc-premium-38cm?variant=Morado";"https://cdnx.jumpseller.com/friendly-grow/image/77612767/Gemini_Generated_Image_m73zsqm73zsqm73z.png?1781124760";"https://cdnx.jumpseller.com/fumetas-store/image/65227698/Bong-Doble-Tree-Perc-SF64-JB.jpg?1752012669"
195;0.9554;9;87712;"Bong de Pyrex Phoenix Star Recto con Perc y Asa – Bong Alto de Alta Fi";28990;"Bongs";"phoenix-star";"";"";fumetas;34605;"SYFY Bong Doble Tree Perc Premium 38cm - Morado";33790;"Bongs";"syfy";"SYF-SF64JB";"";1.17;1;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-recto-con-perc-y-asa-bong-alto-de-alta-filtracion?variant=Morado";"https://fumetas.cl/syfy-bong-doble-tree-perc-premium-38cm?variant=Morado";"https://cdnx.jumpseller.com/friendly-grow/image/77614144/3.png?1781127894";"https://cdnx.jumpseller.com/fumetas-store/image/65227698/Bong-Doble-Tree-Perc-SF64-JB.jpg?1752012669"
195;0.9344;1;88052;"Bong de Pyrex Phoenix Triple Cámara 38cms";29990;"Bongs";"";"";"";astrogrowshop;12302;"Elty8 Monster Blue-Bonglab";64990;"Otros parafernalia";"bonglab";"BGBLELTY8BLUE";"";2.17;0;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-triple-camara";"https://astrogrowshop.cl/elty8-monster-blue-bonglab";"https://cdnx.jumpseller.com/friendly-grow/image/74770944/1.jpg?1773694890";"https://cdnx.jumpseller.com/astrogrowshop/image/70216035/imagen_1_4019.webp?1764270960"
198;0.9303;2;87730;"Bong de Pyrex Phoenix Star Recycler con Perc Sphere – Bong Premium de ";47500;"Bongs";"phoenix-star";"";"";fumetas;34751;"Calvo Glass Implosion Drop Rig 23cm - Morado";39990;"Bongs";"calvo";"CG-IMPDMO";"";1.19;1;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-recycler-con-perc-sphere-bong-premium-de-alta-filtracion?variant=Naranjo";"https://fumetas.cl/calvo-glass-implosion-drop-rig-23cm?variant=Morado";"https://cdnx.jumpseller.com/friendly-grow/image/77614081/1.png?1781127683";"https://cdnx.jumpseller.com/fumetas-store/image/59933599/Bong-Implosion-Drop-Rig-23cm-Morado-3.jpg?1738967569"
200;0.941;5;87712;"Bong de Pyrex Phoenix Star Recto con Perc y Asa – Bong Alto de Alta Fi";28990;"Bongs";"phoenix-star";"";"";astrogrowshop;18027;"Glycerin -Bonglab";109990;"Otros parafernalia";"bonglab";"BGBLA110PI";"";3.79;0;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-recto-con-perc-y-asa-bong-alto-de-alta-filtracion?variant=Morado";"https://astrogrowshop.cl/glycerin-bonglab";"https://cdnx.jumpseller.com/friendly-grow/image/77614144/3.png?1781127894";"https://cdnx.jumpseller.com/astrogrowshop/image/70179965/imagen_3_16773.webp?1764188216"
200;0.9375;7;87714;"Bong de Pyrex Phoenix Star Recto con Perc y Asa – Bong Alto de Alta Fi";28990;"Bongs";"phoenix-star";"";"";kushbreak;69194;"Aloe bong";39990;"Bongs";"";"";"";1.38;1;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-recto-con-perc-y-asa-bong-alto-de-alta-filtracion?variant=Verde";"https://www.kushbreak.cl/aloe-bong-natural-glass-vidrio?similar_product=true";"https://cdnx.jumpseller.com/friendly-grow/image/77614143/2.png?1781127894";"https://cdnx.jumpseller.com/kushbreak-growshop/image/17262058/Bong_Aloe_vidrio_pyrex_natural_glass_atrapa_hielo_cannabis_chile_green.png?1679515262"
200;0.9375;7;87714;"Bong de Pyrex Phoenix Star Recto con Perc y Asa – Bong Alto de Alta Fi";28990;"Bongs";"phoenix-star";"";"";kushbreak;69875;"Aloe bong";39990;"Bongs";"";"";"";1.38;1;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-recto-con-perc-y-asa-bong-alto-de-alta-filtracion?variant=Verde";"https://www.kushbreak.cl/aloe-bong-natural-glass-vidrio";"https://cdnx.jumpseller.com/friendly-grow/image/77614143/2.png?1781127894";"https://cdnx.jumpseller.com/kushbreak-growshop/image/17262058/Bong_Aloe_vidrio_pyrex_natural_glass_atrapa_hielo_cannabis_chile_green.png?1679515262"
201;0.9422;9;87710;"Bong de Pyrex Phoenix Star Recto con Perc y Asa – Bong Alto de Alta Fi";28990;"Bongs";"phoenix-star";"";"";fumetas;34605;"SYFY Bong Doble Tree Perc Premium 38cm - Morado";33790;"Bongs";"syfy";"SYF-SF64JB";"";1.17;1;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-recto-con-perc-y-asa-bong-alto-de-alta-filtracion?variant=Rosa";"https://fumetas.cl/syfy-bong-doble-tree-perc-premium-38cm?variant=Morado";"https://cdnx.jumpseller.com/friendly-grow/image/77614145/4.png?1781127894";"https://cdnx.jumpseller.com/fumetas-store/image/65227698/Bong-Doble-Tree-Perc-SF64-JB.jpg?1752012669"
204;0.9506;9;87716;"Bong de Pyrex Phoenix Star Recto con Perc y Asa – Bong Alto de Alta Fi";28990;"Bongs";"phoenix-star";"";"";fumetas;34605;"SYFY Bong Doble Tree Perc Premium 38cm - Morado";33790;"Bongs";"syfy";"SYF-SF64JB";"";1.17;1;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-recto-con-perc-y-asa-bong-alto-de-alta-filtracion?variant=Azul";"https://fumetas.cl/syfy-bong-doble-tree-perc-premium-38cm?variant=Morado";"https://cdnx.jumpseller.com/friendly-grow/image/77614146/1.png?1781127894";"https://cdnx.jumpseller.com/fumetas-store/image/65227698/Bong-Doble-Tree-Perc-SF64-JB.jpg?1752012669"
205;0.9396;2;87552;"Bong de Pyrex Phoenix Star Recycler con Perc Sphere – Bong Premium de ";49990;"Bongs";"phoenix-star";"";"";fumetas;35001;"Calvo Glass Bong Esencial 22cm - Rosado";34990;"Bongs";"calvo";"CG-1P";"";1.43;1;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-recycler-con-perc-sphere-bong-premium-de-alta-filtracion-1?variant=Morado";"https://fumetas.cl/calvo-glass-bong-shower-23cm?variant=Rosado";"https://cdnx.jumpseller.com/friendly-grow/image/77612768/Gemini_Generated_Image_nrjq8inrjq8inrjq.png?1781124760";"https://cdnx.jumpseller.com/fumetas-store/image/38780427/Calvo-Glass-Bong-Esencial-Pink.webp?1738881457"
206;0.9337;1;87496;"Bong Phoenix Star Recycler Compacto 💎🌪️💨 20cms - Blue";21990;"Bongs";"phoenix-star";"SP325";"";kushbreak;69193;"Agatha bong";34990;"Bongs";"";"";"";1.59;1;0;0;0;1;"https://www.friendlygrow.cl/bong-phoenix-star-recycler-compacto-%F0%9F%92%8E%F0%9F%8C%AA%F0%9F%92%A8?variant=Blue";"https://www.kushbreak.cl/agatha-bong-natural-glass-vidrio";"https://cdnx.jumpseller.com/friendly-grow/image/77402933/ChatGPT_20Image_203_20jun_202026_2C_2005_24_16_20p.m..png?1780584269";"https://cdnx.jumpseller.com/kushbreak-growshop/image/17259700/Agatha_bong_vidrio_pyrex_natural_glass_atrapa_hielo_cannabis_chile_yellow.png?1679515262"
209;0.9367;1;87716;"Bong de Pyrex Phoenix Star Recto con Perc y Asa – Bong Alto de Alta Fi";28990;"Bongs";"phoenix-star";"";"";astrogrowshop;31631;"Dream Rig-Bonglab - azul";24990;"Bongs";"bonglab";"BGBLX4BLUE";"";1.16;1;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-recto-con-perc-y-asa-bong-alto-de-alta-filtracion?variant=Azul";"https://astrogrowshop.cl/dream-rig-bonglab?variant=azul";"https://cdnx.jumpseller.com/friendly-grow/image/77614146/1.png?1781127894";"https://cdnx.jumpseller.com/astrogrowshop/image/74868928/imagen_1_26241.webp?1773937617"
209;0.9315;1;87733;"Bong de Pyrex Phoenix Star Recycler con Perc Sphere – Bong Premium de ";47500;"Bongs";"phoenix-star";"";"";fumetas;3005;"Calvo Glass Bong Straight Tube American 26cm";27992;"Bongs";"calvo";"CG-24620G";"";1.7;1;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-recycler-con-perc-sphere-bong-premium-de-alta-filtracion?variant=Verde";"https://fumetas.cl/calvo-glass-bong-straight-tube-american-26cm";"https://cdnx.jumpseller.com/friendly-grow/image/77614082/2.png?1781127683";"https://cdnx.jumpseller.com/fumetas-store/image/72093610/STRAIGHT-TUBE-AMERICAN-GREEN.jpg?1768942345"
211;0.9464;1;88052;"Bong de Pyrex Phoenix Triple Cámara 38cms";29990;"Bongs";"";"";"";fumetas;34069;"Bonglab Bong K276 Bongbastic 45cm - Negro";67990;"Bongs";"bonglab";"BLAB-K276BL";"";2.27;1;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-triple-camara";"https://fumetas.cl/bonglab-bongbastic-k276?variant=Negro";"https://cdnx.jumpseller.com/friendly-grow/image/74770944/1.jpg?1773694890";"https://cdnx.jumpseller.com/fumetas-store/image/22220142/bongbastic-k276-bonglab.jpg?1730773626"
211;0.9393;5;87552;"Bong de Pyrex Phoenix Star Recycler con Perc Sphere – Bong Premium de ";49990;"Bongs";"phoenix-star";"";"";astrogrowshop;18027;"Glycerin -Bonglab";109990;"Otros parafernalia";"bonglab";"BGBLA110PI";"";2.2;0;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-recycler-con-perc-sphere-bong-premium-de-alta-filtracion-1?variant=Morado";"https://astrogrowshop.cl/glycerin-bonglab";"https://cdnx.jumpseller.com/friendly-grow/image/77612768/Gemini_Generated_Image_nrjq8inrjq8inrjq.png?1781124760";"https://cdnx.jumpseller.com/astrogrowshop/image/70179965/imagen_3_16773.webp?1764188216"
211;0.9341;1;87716;"Bong de Pyrex Phoenix Star Recto con Perc y Asa – Bong Alto de Alta Fi";28990;"Bongs";"phoenix-star";"";"";fumetas;34719;"Calvo Glass Bee Rig Lite 19cm - Azul";29990;"Bongs";"calvo";"CG-CG2A";"";1.03;1;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-recto-con-perc-y-asa-bong-alto-de-alta-filtracion?variant=Azul";"https://fumetas.cl/calvo-glass-bee-rig-lite-19cm?variant=Azul";"https://cdnx.jumpseller.com/friendly-grow/image/77614146/1.png?1781127894";"https://cdnx.jumpseller.com/fumetas-store/image/76909309/Calvo-Glass-Bee-Rig-Azul-1.jpg?1779489557"
213;0.9434;7;87730;"Bong de Pyrex Phoenix Star Recycler con Perc Sphere – Bong Premium de ";47500;"Bongs";"phoenix-star";"";"";fumetas;35281;"BongLab Bong K18 HeadShot 40cm - Azul";59990;"Bongs";"bonglab";"BLAB-K18A";"";1.26;1;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-recycler-con-perc-sphere-bong-premium-de-alta-filtracion?variant=Naranjo";"https://fumetas.cl/bonglab-bong-k18-headshot?variant=Azul";"https://cdnx.jumpseller.com/friendly-grow/image/77614081/1.png?1781127683";"https://cdnx.jumpseller.com/fumetas-store/image/38929818/BongLab-Headshot-Blue.jpg?1765475639"
215;0.9491;2;87551;"Bong de Pyrex Phoenix Star Recycler con Perc Sphere – Bong Premium de ";49990;"Bongs";"phoenix-star";"";"";fumetas;35001;"Calvo Glass Bong Esencial 22cm - Rosado";34990;"Bongs";"calvo";"CG-1P";"";1.43;1;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-recycler-con-perc-sphere-bong-premium-de-alta-filtracion-1?variant=Rosa";"https://fumetas.cl/calvo-glass-bong-shower-23cm?variant=Rosado";"https://cdnx.jumpseller.com/friendly-grow/image/77612771/Gemini_Generated_Image_hvm0vyhvm0vyhvm0.png?1781124760";"https://cdnx.jumpseller.com/fumetas-store/image/38780427/Calvo-Glass-Bong-Esencial-Pink.webp?1738881457"
216;0.9389;2;87555;"Bong de Pyrex Phoenix Star Recycler con Perc Sphere – Bong Premium de ";49990;"Bongs";"phoenix-star";"";"";kushbreak;69211;"Kryptonian bong";99990;"Bongs";"";"";"";2;1;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-recycler-con-perc-sphere-bong-premium-de-alta-filtracion-1?variant=Verde";"https://www.kushbreak.cl/kryptonian-bong-natural-glass-vidrio";"https://cdnx.jumpseller.com/friendly-grow/image/77612767/Gemini_Generated_Image_m73zsqm73zsqm73z.png?1781124760";"https://cdnx.jumpseller.com/kushbreak-growshop/image/17255491/Bong_Kryptonian_vidrio_pyrex_natural_glass_atrapa_hielo_cannabis_chile_2.png?1679515261"
217;0.94;7;87941;"Bong de Pyrex Phoenix Star Horizontal Percolator 30cms - Azul";29990;"Bongs";"phoenix-star";"";"";fumetas;35281;"BongLab Bong K18 HeadShot 40cm - Azul";59990;"Bongs";"bonglab";"BLAB-K18A";"";2;1;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-horizontal-percolator?variant=Azul";"https://fumetas.cl/bonglab-bong-k18-headshot?variant=Azul";"https://cdnx.jumpseller.com/friendly-grow/image/76692541/bong-blue-inline-bong-phoenix-37153020575912.webp?1778938578";"https://cdnx.jumpseller.com/fumetas-store/image/38929818/BongLab-Headshot-Blue.jpg?1765475639"
218;0.9539;7;87555;"Bong de Pyrex Phoenix Star Recycler con Perc Sphere – Bong Premium de ";49990;"Bongs";"phoenix-star";"";"";kushbreak;69194;"Aloe bong";39990;"Bongs";"";"";"";1.25;1;0;0;0;1;"https://www.friendlygrow.cl/bong-de-vidrio-phoenix-star-recycler-con-perc-sphere-bong-premium-de-alta-filtracion-1?variant=Verde";"https://www.kushbreak.cl/aloe-bong-natural-glass-vidrio?similar_product=true";"https://cdnx.jumpseller.com/friendly-grow/image/77612767/Gemini_Generated_Image_m73zsqm73zsqm73z.png?1781124760";"https://cdnx.jumpseller.com/kushbreak-growshop/image/17262058/Bong_Aloe_vidrio_pyrex_natural_glass_atrapa_hielo_cannabis_chile_green.png?1679515262"
